condicao_corporal,historico_taxa_prenhez,intervalo_pos_parto_dias,num_partos_anteriores,dias_desde_ultima_ins,dep_fertilidade_animal,especie,raca_femea,tipo_inseminacao,protocolo_hormonal,temperatura_ambiente_c,estacao,dep_acuracia,coeficiente_endogamia,prenha
4.0,0.6672,279,1,33,5.2,BOVINO,Tabapuã,IA_CONVENCIONAL,IA_CONVENCIONAL,24.0,CHUVOSA,0.7,0.02,1
3.5,0.7,97,2,124,9.5,OVINO,Dorper,IATF,P4+EB 7 dias,23.4,CHUVOSA,0.86,0.013,1
3.0,0.83,72,2,108,7.2,OVINO,Santa Inês,IATF,CIDR+GnRH,25.2,SECA,0.86,0.055,1
1.0,0.6672,168,0,93,6.9,BOVINO,Canchim,IATF,Select Synch,37.4,CHUVOSA,0.7,0.02,0
5.0,0.5726,169,0,108,5.9,OVINO,Santa Inês,IA_CONVENCIONAL,IA_CONVENCIONAL,26.6,CHUVOSA,0.7,0.02,1
3.5,0.73,60,2,118,9.9,BOVINO,Gir,IATF,CIDR+GnRH,22.9,SECA,0.59,0.0066,1
4.0,0.74,45,3,35,6.5,OVINO,Santa Inês,IA_CONVENCIONAL,IA_CONVENCIONAL,26.5,CHUVOSA,0.75,0.0081,1
3.0,0.21,35,0,105,7.0,BOVINO,Nelore,IATF,OvSynch,35.3,CHUVOSA,0.77,0.0908,0
4.0,0.6672,287,1,102,7.5,BOVINO,Canchim,IATF,P4+BE+PGF,25.2,CHUVOSA,0.7,0.02,1
2.0,0.6259,157,0,68,2.9,CAPRINO,Repartida,IATF,Resynch,22.3,SECA,0.7,0.02,1
4.0,0.79,99,3,35,8.1,CAPRINO,Anglo-nubiano,IATF,Crestar,30.1,SECA,0.95,0.0084,1
2.0,0.5726,235,1,38,7.8,OVINO,Somalis,IATF,Sem protocolo,33.3,CHUVOSA,0.7,0.02,0
2.0,0.57,49,0,85,4.6,BOVINO,Simmental,IATF,CIDR+GnRH,33.5,SECA,0.73,0.0134,0
3.5,0.74,68,4,78,5.7,CAPRINO,Anglo-nubiano,IA_CONVENCIONAL,IA_CONVENCIONAL,25.3,SECA,0.79,0.0348,1
1.5,0.2,44,2,92,6.8,BOVINO,Guzerá,IATF,OvSynch,23.9,SECA,0.84,0.1367,0
3.0,0.6672,168,0,30,3.4,BOVINO,Brahman,IA_CONVENCIONAL,IA_CONVENCIONAL,23.6,SECA,0.7,0.02,0
1.0,0.5726,169,0,7,5.8,OVINO,Morada Nova,IATF,Sem protocolo,24.0,CHUVOSA,0.7,0.02,0
4.0,0.7,45,3,170,10.7,CAPRINO,Anglo-nubiano,IATF,P4+EB 7 dias,30.9,SECA,0.84,0.0225,1
5.0,0.6672,76,3,51,8.1,BOVINO,Guzerá,IA_CONVENCIONAL,IA_CONVENCIONAL,31.9,CHUVOSA,0.7,0.02,0
4.0,0.6672,165,2,80,7.6,BOVINO,Canchim,IATF,Sem protocolo,19.1,CHUVOSA,0.7,0.02,0
4.5,0.74,90,1,136,7.7,OVINO,Suffolk,IATF,CIDR+GnRH,26.0,CHUVOSA,0.94,0.06,1
3.5,0.54,45,1,122,1.9,OVINO,Dorper,IA_CONVENCIONAL,IA_CONVENCIONAL,31.6,SECA,0.36,0.06,0
2.0,0.6672,168,0,8,4.6,BOVINO,Girolando,IATF,Ovsynch,25.2,CHUVOSA,0.7,0.02,0
3.5,0.78,56,2,87,10.7,OVINO,Suffolk,IATF,Crestar,27.1,CHUVOSA,0.58,0.0203,1
3.5,0.61,45,1,41,5.6,BOVINO,Gir,IATF,OvSynch,27.3,CHUVOSA,0.53,0.06,1
3.5,0.66,76,3,20,7.2,CAPRINO,Boer,IATF,OvSynch,18.2,CHUVOSA,0.41,0.0044,1
1.5,0.53,55,0,15,1.2,BOVINO,Angus,IA_CONVENCIONAL,IA_CONVENCIONAL,31.4,SECA,0.27,0.06,0
4.0,0.59,94,1,56,8.5,CAPRINO,Anglo-nubiano,IA_CONVENCIONAL,IA_CONVENCIONAL,26.4,CHUVOSA,0.62,0.0101,1
1.0,0.5726,244,5,77,5.2,OVINO,Somalis,IA_CONVENCIONAL,IA_CONVENCIONAL,25.5,SECA,0.7,0.02,0
5.0,0.6259,157,0,81,6.1,CAPRINO,Boer,IATF,Cosynch,28.4,SECA,0.7,0.02,1
4.0,0.5726,166,1,84,6.3,OVINO,Somalis,IA_CONVENCIONAL,IA_CONVENCIONAL,37.7,CHUVOSA,0.7,0.02,1
3.5,0.59,89,3,127,8.8,CAPRINO,Anglo-nubiano,IATF,P4+EB 7 dias,24.9,SECA,0.68,0.0129,1
2.0,0.6672,118,1,95,6.3,BOVINO,Sindi,IA_CONVENCIONAL,IA_CONVENCIONAL,30.0,CHUVOSA,0.7,0.02,1
3.5,0.67,82,4,164,10.8,OVINO,Suffolk,IA_CONVENCIONAL,IA_CONVENCIONAL,27.7,SECA,0.49,0.0478,1
3.5,0.7,90,3,120,6.8,BOVINO,Guzerá,IA_CONVENCIONAL,IA_CONVENCIONAL,30.2,SECA,0.48,0.06,1
4.0,0.28,38,1,48,4.7,BOVINO,Brahman,IA_CONVENCIONAL,IA_CONVENCIONAL,30.2,SECA,0.34,0.0485,0
4.0,0.75,98,3,35,8.6,CAPRINO,Saanen,IA_CONVENCIONAL,IA_CONVENCIONAL,31.2,SECA,0.72,0.0392,1
4.0,0.6672,79,1,113,6.8,BOVINO,Guzerá,IATF,Cosynch,36.1,SECA,0.7,0.02,1
3.5,0.66,81,3,79,4.9,BOVINO,Tabapuã,IA_CONVENCIONAL,IA_CONVENCIONAL,30.3,SECA,0.54,0.06,1
5.0,0.6672,168,0,78,6.0,BOVINO,Tabapuã,IA_CONVENCIONAL,IA_CONVENCIONAL,29.3,CHUVOSA,0.7,0.02,1
5.0,0.6672,168,0,20,5.2,BOVINO,Canchim,IA_CONVENCIONAL,IA_CONVENCIONAL,23.4,SECA,0.7,0.02,1
4.0,0.6672,174,2,67,4.9,BOVINO,Tabapuã,IA_CONVENCIONAL,IA_CONVENCIONAL,19.8,CHUVOSA,0.7,0.02,1
5.0,0.6672,264,2,15,7.2,BOVINO,Sindi,IATF,P4+BE+PGF,18.2,SECA,0.7,0.02,1
3.5,0.46,58,2,96,7.8,OVINO,Somalis Brasileira,IATF,P4+EB 7 dias,35.6,SECA,0.69,0.06,0
4.5,0.41,44,3,47,6.0,CAPRINO,Boer,IATF,OvSynch,28.3,SECA,0.88,0.0227,0
1.5,0.62,52,0,145,2.6,BOVINO,Brahman,IATF,OvSynch,29.5,CHUVOSA,0.75,0.0056,0
2.0,0.45,42,7,150,2.2,OVINO,Morada Nova,IATF,OvSynch,28.4,CHUVOSA,0.27,0.0554,0
3.0,0.5726,83,2,36,7.1,OVINO,Bergamácia,IATF,Sem protocolo,23.0,SECA,0.7,0.02,1
4.0,0.6259,157,0,32,7.1,CAPRINO,Saanen,IATF,Resynch,22.2,CHUVOSA,0.7,0.02,1
2.0,0.5726,169,0,48,5.6,OVINO,Bergamácia,IA_CONVENCIONAL,IA_CONVENCIONAL,39.2,CHUVOSA,0.7,0.02,0
3.5,0.7,58,3,52,6.9,OVINO,Suffolk,IA_CONVENCIONAL,IA_CONVENCIONAL,27.0,CHUVOSA,0.39,0.06,1
3.0,0.5726,169,0,9,6.7,OVINO,Texel,IA_CONVENCIONAL,IA_CONVENCIONAL,28.2,CHUVOSA,0.7,0.02,1
4.5,0.26,37,5,129,4.3,CAPRINO,Moxotó,IA_CONVENCIONAL,IA_CONVENCIONAL,25.9,CHUVOSA,0.52,0.008,0
3.5,0.7,83,3,74,8.3,CAPRINO,Boer,IATF,OvSynch,28.8,CHUVOSA,0.83,0.0075,1
4.0,0.5726,169,0,113,6.6,OVINO,Bergamácia,IA_CONVENCIONAL,IA_CONVENCIONAL,38.1,CHUVOSA,0.7,0.02,1
3.5,0.73,74,4,160,11.0,OVINO,Morada Nova,IATF,Crestar,26.7,CHUVOSA,0.71,0.06,1
4.0,0.5726,38,1,9,5.2,OVINO,Santa Inês,IA_CONVENCIONAL,IA_CONVENCIONAL,25.5,CHUVOSA,0.7,0.02,0
3.5,0.57,58,1,177,4.4,BOVINO,Gir,IATF,CIDR+GnRH,25.5,SECA,0.82,0.0078,1
3.0,0.5726,59,1,108,5.4,OVINO,Morada Nova,IATF,Sem protocolo,39.8,SECA,0.7,0.02,1
3.0,0.6259,157,0,40,5.2,CAPRINO,Canindé,IATF,IATF 7 dias,30.3,CHUVOSA,0.7,0.02,1
3.5,0.87,48,2,82,6.8,BOVINO,Angus,IATF,P4+EB 7 dias,26.8,SECA,0.47,0.0525,1
2.5,0.71,98,3,158,3.8,OVINO,Dorper,IATF,Crestar,24.6,SECA,0.85,0.0368,1
3.0,0.6259,157,0,22,6.0,CAPRINO,Toggenburg,IA_CONVENCIONAL,IA_CONVENCIONAL,22.5,CHUVOSA,0.7,0.02,1
4.0,0.88,61,4,102,8.9,OVINO,Somalis Brasileira,IATF,Crestar,27.1,CHUVOSA,0.71,0.06,1
4.0,0.6672,168,0,16,7.8,BOVINO,Canchim,IA_CONVENCIONAL,IA_CONVENCIONAL,24.5,SECA,0.7,0.02,1
3.5,0.67,92,2,146,8.4,BOVINO,Brahman,IATF,Crestar,29.1,CHUVOSA,0.85,0.0421,1
3.5,0.56,79,2,159,10.2,BOVINO,Guzerá,IATF,Crestar,24.8,SECA,0.54,0.0133,1
2.0,0.13,42,8,63,5.3,BOVINO,Simmental,IA_CONVENCIONAL,IA_CONVENCIONAL,31.0,SECA,0.76,0.0141,0
5.0,0.6259,279,1,63,3.8,CAPRINO,Toggenburg,IA_CONVENCIONAL,IA_CONVENCIONAL,24.4,CHUVOSA,0.7,0.02,1
5.0,0.5726,169,0,115,5.2,OVINO,Texel,IA_CONVENCIONAL,IA_CONVENCIONAL,22.1,CHUVOSA,0.7,0.02,1
4.5,0.3,41,7,68,7.7,BOVINO,Brahman,IATF,OvSynch,29.3,SECA,0.39,0.06,0
3.0,0.5726,169,0,47,5.8,OVINO,Dorper,IA_CONVENCIONAL,IA_CONVENCIONAL,32.5,CHUVOSA,0.7,0.02,1
4.0,0.5726,133,1,16,6.5,OVINO,Dorper,IA_CONVENCIONAL,IA_CONVENCIONAL,30.2,SECA,0.7,0.02,1
5.0,0.6672,130,2,89,7.2,BOVINO,Girolando,IA_CONVENCIONAL,IA_CONVENCIONAL,34.5,CHUVOSA,0.7,0.02,1
3.0,0.6672,168,0,119,6.0,BOVINO,Gir,IA_CONVENCIONAL,IA_CONVENCIONAL,38.6,SECA,0.7,0.02,0
2.0,0.6259,230,1,25,8.4,CAPRINO,Repartida,IA_CONVENCIONAL,IA_CONVENCIONAL,21.3,SECA,0.7,0.02,0
4.0,0.5726,169,0,77,5.8,OVINO,Somalis,IA_CONVENCIONAL,IA_CONVENCIONAL,25.7,CHUVOSA,0.7,0.02,0
3.0,0.83,63,4,113,6.2,CAPRINO,Moxotó,IA_CONVENCIONAL,IA_CONVENCIONAL,30.5,SECA,0.53,0.0255,1
3.0,0.66,68,2,27,7.0,OVINO,Somalis Brasileira,IATF,Crestar,27.7,CHUVOSA,0.65,0.0043,1
3.0,0.6672,62,1,58,7.2,BOVINO,Girolando,IATF,P4+BE+PGF,27.0,SECA,0.7,0.02,1
3.0,0.6672,168,0,10,7.6,BOVINO,Gir,IATF,P4+EB,19.5,SECA,0.7,0.02,0
5.0,0.63,53,7,105,2.0,BOVINO,Gir,IATF,CIDR+GnRH,27.9,CHUVOSA,0.53,0.06,0
5.0,0.5726,169,0,77,7.8,OVINO,Dorper,IATF,Ovsynch,18.2,CHUVOSA,0.7,0.02,1
4.0,0.6259,146,3,78,6.0,CAPRINO,Anglo Nubiana,IATF,Ovsynch,18.4,CHUVOSA,0.7,0.02,1
5.0,0.6672,168,0,119,5.1,BOVINO,Tabapuã,IA_CONVENCIONAL,IA_CONVENCIONAL,20.2,CHUVOSA,0.7,0.02,0
4.0,0.5726,169,0,7,6.4,OVINO,Dorper,IATF,Resynch,20.7,SECA,0.7,0.02,1
4.0,0.73,77,1,88,6.1,CAPRINO,Anglo-nubiano,IA_CONVENCIONAL,IA_CONVENCIONAL,27.9,CHUVOSA,0.42,0.0178,1
4.0,0.6672,168,0,105,7.1,BOVINO,Girolando,IATF,Sem protocolo,23.4,CHUVOSA,0.7,0.02,1
4.0,0.6672,281,1,18,6.4,BOVINO,Nelore,IATF,Resynch,37.2,SECA,0.7,0.02,0
5.0,0.5726,169,0,92,5.9,OVINO,Somalis,IATF,Sem protocolo,33.9,SECA,0.7,0.02,0
1.0,0.6259,157,0,112,5.6,CAPRINO,Canindé,IA_CONVENCIONAL,IA_CONVENCIONAL,34.3,SECA,0.7,0.02,0
3.5,0.6,99,3,117,9.2,OVINO,Morada Nova,IA_CONVENCIONAL,IA_CONVENCIONAL,28.0,SECA,0.41,0.0026,1
4.0,0.6672,168,0,8,4.4,BOVINO,Tabapuã,IATF,GnRH+PGF2α,20.3,SECA,0.7,0.02,1
5.0,0.5726,169,0,56,6.1,OVINO,Morada Nova,IA_CONVENCIONAL,IA_CONVENCIONAL,35.8,SECA,0.7,0.02,0
5.0,0.5,57,2,84,5.4,BOVINO,Nelore,IATF,P4+EB 7 dias,43.1,SECA,0.52,0.0229,0
3.5,0.51,72,3,164,5.6,BOVINO,Nelore,IATF,CIDR+GnRH,25.5,SECA,0.89,0.0281,1
3.0,0.6672,58,2,36,9.6,BOVINO,Nelore,IATF,Sem protocolo,28.5,SECA,0.7,0.02,1
4.0,0.5726,93,1,116,6.8,OVINO,Texel,IA_CONVENCIONAL,IA_CONVENCIONAL,26.1,CHUVOSA,0.7,0.02,0
4.0,0.6672,168,0,51,6.4,BOVINO,Girolando,IA_CONVENCIONAL,IA_CONVENCIONAL,37.3,CHUVOSA,0.7,0.02,0
4.5,0.4,87,3,19,7.0,CAPRINO,Saanen,IATF,OvSynch,28.2,SECA,0.68,0.0516,1
4.0,0.6672,100,2,79,4.3,BOVINO,Canchim,IATF,Ovsynch,38.9,SECA,0.7,0.02,1
3.0,0.6672,60,1,38,3.3,BOVINO,Gir,IA_CONVENCIONAL,IA_CONVENCIONAL,39.0,CHUVOSA,0.7,0.02,1
4.0,0.6259,69,4,35,4.7,CAPRINO,Toggenburg,IATF,P4+BE+PGF,22.5,CHUVOSA,0.7,0.02,1
3.5,0.65,56,0,45,6.3,CAPRINO,Anglo-nubiano,IATF,P4+EB 7 dias,23.5,SECA,0.82,0.06,1
3.5,0.6,74,4,25,8.7,OVINO,Somalis Brasileira,IATF,CIDR+GnRH,26.5,CHUVOSA,0.88,0.0521,1
3.0,0.6259,157,0,68,6.7,CAPRINO,Anglo Nubiana,IATF,Resynch,33.8,CHUVOSA,0.7,0.02,1
4.5,0.48,113,3,88,8.4,BOVINO,Angus,IATF,Crestar,20.4,CHUVOSA,0.44,0.0065,1
3.0,0.6259,70,4,94,4.9,CAPRINO,Toggenburg,IA_CONVENCIONAL,IA_CONVENCIONAL,29.7,CHUVOSA,0.7,0.02,1
2.0,0.6672,51,1,45,5.5,BOVINO,Canchim,IATF,Select Synch,38.5,SECA,0.7,0.02,0
3.0,0.96,79,3,98,7.1,BOVINO,Guzerá,IATF,P4+EB 7 dias,29.5,CHUVOSA,0.69,0.0309,1
3.0,0.6672,168,0,85,4.7,BOVINO,Brahman,IA_CONVENCIONAL,IA_CONVENCIONAL,33.2,SECA,0.7,0.02,1
5.0,0.6672,230,1,110,8.7,BOVINO,Nelore,IA_CONVENCIONAL,IA_CONVENCIONAL,39.9,SECA,0.7,0.02,0
2.0,0.6259,197,2,28,4.8,CAPRINO,Toggenburg,IA_CONVENCIONAL,IA_CONVENCIONAL,29.7,SECA,0.7,0.02,0
3.5,0.53,66,5,176,5.3,BOVINO,Tabapuã,IA_CONVENCIONAL,IA_CONVENCIONAL,32.3,SECA,0.74,0.0202,1
3.5,0.2,46,8,96,8.1,OVINO,Santa Inês,IA_CONVENCIONAL,IA_CONVENCIONAL,30.6,SECA,0.89,0.06,0
3.5,0.7,45,4,171,8.7,BOVINO,Brahman,IATF,CIDR+GnRH,25.0,CHUVOSA,0.57,0.06,1
5.0,0.6672,192,2,118,7.8,BOVINO,Gir,IATF,Sem protocolo,20.7,CHUVOSA,0.7,0.02,0
3.0,0.59,54,0,46,5.6,BOVINO,Brahman,IA_CONVENCIONAL,IA_CONVENCIONAL,22.3,CHUVOSA,0.54,0.06,0
4.0,0.6259,43,2,41,7.2,CAPRINO,Moxotó,IATF,GnRH+PGF2α,28.7,SECA,0.7,0.02,0
2.0,0.55,49,2,92,0.2,OVINO,Morada Nova,IA_CONVENCIONAL,IA_CONVENCIONAL,30.0,SECA,0.18,0.06,0
2.0,0.29,65,5,38,1.6,CAPRINO,Anglo-nubiano,IA_CONVENCIONAL,IA_CONVENCIONAL,26.0,CHUVOSA,0.76,0.06,0
2.0,0.55,45,0,167,6.4,BOVINO,Brahman,IA_CONVENCIONAL,IA_CONVENCIONAL,32.0,SECA,0.54,0.0284,0
4.0,0.72,89,1,81,9.5,OVINO,Suffolk,IATF,CIDR+GnRH,32.1,SECA,0.64,0.0192,1
4.0,0.5726,50,3,14,7.3,OVINO,Texel,IA_CONVENCIONAL,IA_CONVENCIONAL,25.2,CHUVOSA,0.7,0.02,0
3.5,0.57,79,2,168,7.6,BOVINO,Brahman,IATF,Crestar,27.6,SECA,0.83,0.0567,1
4.0,0.6672,168,0,95,9.6,BOVINO,Nelore,IA_CONVENCIONAL,IA_CONVENCIONAL,21.9,CHUVOSA,0.7,0.02,0
3.5,0.75,70,0,176,10.2,BOVINO,Gir,IA_CONVENCIONAL,IA_CONVENCIONAL,27.1,SECA,0.69,0.0177,1
1.5,0.27,28,8,54,2.6,OVINO,Somalis Brasileira,IA_CONVENCIONAL,IA_CONVENCIONAL,37.5,SECA,0.88,0.1768,0
3.0,0.6259,157,0,99,5.1,CAPRINO,Toggenburg,IA_CONVENCIONAL,IA_CONVENCIONAL,31.9,SECA,0.7,0.02,1
4.0,0.6259,44,2,68,6.2,CAPRINO,Saanen,IATF,Cosynch,36.7,SECA,0.7,0.02,1
2.0,0.39,38,0,4,4.1,OVINO,Santa Inês,IATF,P4+EB 7 dias,22.0,SECA,0.34,0.0078,0
2.5,0.4,33,1,27,7.0,BOVINO,Guzerá,IA_CONVENCIONAL,IA_CONVENCIONAL,22.2,CHUVOSA,0.34,0.0245,0
3.5,0.77,78,2,179,5.6,BOVINO,Guzerá,IATF,CIDR+GnRH,25.4,CHUVOSA,0.59,0.0286,1
3.5,0.57,56,6,50,7.3,OVINO,Suffolk,IA_CONVENCIONAL,IA_CONVENCIONAL,26.8,CHUVOSA,0.68,0.054,1
3.5,0.66,70,1,38,5.8,BOVINO,Nelore,IA_CONVENCIONAL,IA_CONVENCIONAL,23.5,CHUVOSA,0.71,0.0413,1
4.5,0.69,84,0,30,5.0,OVINO,Dorper,IATF,Crestar,25.9,CHUVOSA,0.88,0.0517,1
4.0,0.5726,169,0,92,7.5,OVINO,Somalis,IATF,Select Synch,26.2,SECA,0.7,0.02,1
4.0,0.6259,164,2,48,6.1,CAPRINO,Canindé,IA_CONVENCIONAL,IA_CONVENCIONAL,23.4,CHUVOSA,0.7,0.02,1
2.0,0.6672,209,2,75,6.2,BOVINO,Nelore,IATF,Sem protocolo,25.0,SECA,0.7,0.02,1
1.5,0.32,51,0,9,6.4,BOVINO,Gir,IATF,OvSynch,31.8,CHUVOSA,0.27,0.06,0
5.0,0.6259,157,0,80,4.7,CAPRINO,Repartida,IATF,P4+EB,39.9,SECA,0.7,0.02,1
4.0,0.6672,168,0,118,6.3,BOVINO,Sindi,IA_CONVENCIONAL,IA_CONVENCIONAL,27.5,CHUVOSA,0.7,0.02,0
3.0,0.6259,265,2,73,7.1,CAPRINO,Saanen,IA_CONVENCIONAL,IA_CONVENCIONAL,25.5,CHUVOSA,0.7,0.02,1
2.0,0.6672,168,0,82,5.8,BOVINO,Sindi,IATF,Sem protocolo,22.5,SECA,0.7,0.02,1
3.0,0.6259,157,0,16,3.9,CAPRINO,Saanen,IATF,Cosynch,34.1,SECA,0.7,0.02,0
4.0,0.5726,169,0,86,6.8,OVINO,Somalis,IA_CONVENCIONAL,IA_CONVENCIONAL,39.1,SECA,0.7,0.02,1
3.5,0.85,72,4,159,7.4,OVINO,Santa Inês,IA_CONVENCIONAL,IA_CONVENCIONAL,28.9,SECA,0.71,0.0338,1
3.0,0.54,70,4,68,8.4,OVINO,Santa Inês,IATF,OvSynch,28.1,SECA,0.89,0.0367,1
3.5,0.64,102,0,151,8.9,BOVINO,Angus,IATF,P4+EB 7 dias,26.0,SECA,0.65,0.0117,1
3.0,0.6672,168,0,73,7.8,BOVINO,Gir,IA_CONVENCIONAL,IA_CONVENCIONAL,25.2,SECA,0.7,0.02,0
2.5,0.41,18,3,109,4.6,OVINO,Somalis Brasileira,IATF,OvSynch,25.5,CHUVOSA,0.27,0.2022,0
3.5,0.68,85,2,65,4.6,CAPRINO,Moxotó,IATF,OvSynch,21.5,CHUVOSA,0.5,0.0352,1
2.0,0.29,68,1,179,1.5,OVINO,Suffolk,IA_CONVENCIONAL,IA_CONVENCIONAL,29.7,SECA,0.43,0.06,0
4.0,0.6672,168,0,84,5.7,BOVINO,Girolando,IA_CONVENCIONAL,IA_CONVENCIONAL,34.6,SECA,0.7,0.02,0
4.0,0.6259,300,2,6,3.0,CAPRINO,Boer,IATF,GnRH+PGF2α,32.7,CHUVOSA,0.7,0.02,0
1.0,0.6672,113,1,102,6.7,BOVINO,Brahman,IATF,Sem protocolo,36.8,SECA,0.7,0.02,0
2.0,0.45,19,0,107,2.6,OVINO,Dorper,IATF,Crestar,27.8,CHUVOSA,0.44,0.06,0
3.0,0.31,50,3,64,3.0,BOVINO,Gir,IATF,OvSynch,30.5,SECA,0.35,0.06,0
5.0,0.6672,272,3,51,8.5,BOVINO,Guzerá,IA_CONVENCIONAL,IA_CONVENCIONAL,29.5,CHUVOSA,0.7,0.02,0
4.0,0.7,108,1,91,11.9,BOVINO,Gir,IATF,P4+EB 7 dias,26.1,CHUVOSA,0.86,0.0089,1
5.0,0.6672,151,1,106,6.8,BOVINO,Guzerá,IA_CONVENCIONAL,IA_CONVENCIONAL,28.9,CHUVOSA,0.7,0.02,0
4.0,0.58,92,3,26,7.6,BOVINO,Simmental,IATF,OvSynch,26.7,SECA,0.63,0.0285,1
3.5,0.71,98,4,156,11.3,CAPRINO,Boer,IATF,Crestar,30.0,SECA,0.62,0.0028,1
3.0,0.45,64,4,41,0.7,CAPRINO,Boer,IATF,P4+EB 7 dias,33.5,CHUVOSA,0.42,0.06,0
3.5,0.88,62,1,162,7.5,OVINO,Santa Inês,IA_CONVENCIONAL,IA_CONVENCIONAL,28.4,CHUVOSA,0.78,0.0123,1
1.5,0.14,55,0,165,1.7,BOVINO,Gir,IA_CONVENCIONAL,IA_CONVENCIONAL,32.7,CHUVOSA,0.86,0.0004,0
5.0,0.5,53,0,7,1.8,CAPRINO,Moxotó,IATF,P4+EB 7 dias,19.3,CHUVOSA,0.42,0.06,0
3.0,0.83,78,2,144,12.3,OVINO,Santa Inês,IATF,OvSynch,24.0,SECA,0.89,0.0167,1
4.0,0.62,73,1,141,7.7,BOVINO,Nelore,IA_CONVENCIONAL,IA_CONVENCIONAL,28.4,CHUVOSA,0.58,0.0384,1
4.0,0.64,113,1,163,9.4,OVINO,Santa Inês,IA_CONVENCIONAL,IA_CONVENCIONAL,27.3,SECA,0.73,0.0298,1
2.0,0.6259,113,2,83,4.8,CAPRINO,Saanen,IATF,IATF 7 dias,23.6,CHUVOSA,0.7,0.02,1
2.0,0.37,33,0,45,4.8,CAPRINO,Boer,IA_CONVENCIONAL,IA_CONVENCIONAL,30.8,CHUVOSA,0.77,0.0304,0
4.0,0.6259,119,1,20,4.8,CAPRINO,Boer,IATF,Ovsynch,18.3,SECA,0.7,0.02,0
4.0,0.6259,157,0,69,6.5,CAPRINO,Saanen,IATF,Resynch,28.9,SECA,0.7,0.02,1
4.0,0.6259,157,0,27,5.8,CAPRINO,Anglo Nubiana,IATF,Ovsynch,24.6,SECA,0.7,0.02,1
3.0,0.6672,168,0,93,6.0,BOVINO,Gir,IA_CONVENCIONAL,IA_CONVENCIONAL,19.0,SECA,0.7,0.02,0
2.0,0.6259,209,2,87,4.1,CAPRINO,Boer,IATF,P4+EB,29.2,CHUVOSA,0.7,0.02,1
3.5,0.61,45,3,156,7.5,OVINO,Morada Nova,IATF,Crestar,21.9,CHUVOSA,0.93,0.001,1
3.0,0.6672,168,0,102,7.2,BOVINO,Tabapuã,IA_CONVENCIONAL,IA_CONVENCIONAL,28.4,SECA,0.7,0.02,1
1.0,0.5726,171,3,107,4.4,OVINO,Dorper,IA_CONVENCIONAL,IA_CONVENCIONAL,24.2,CHUVOSA,0.7,0.02,1
2.0,0.6672,168,0,5,6.1,BOVINO,Nelore,IA_CONVENCIONAL,IA_CONVENCIONAL,20.9,CHUVOSA,0.7,0.02,0
4.0,0.6672,168,0,10,10.3,BOVINO,Gir,IATF,Resynch,30.9,CHUVOSA,0.7,0.02,1
2.0,0.6672,238,1,10,4.9,BOVINO,Guzerá,IATF,Ovsynch,29.9,CHUVOSA,0.7,0.02,0
4.0,0.5726,169,0,17,4.3,OVINO,Morada Nova,IATF,Sem protocolo,28.1,CHUVOSA,0.7,0.02,0
3.5,0.38,43,1,58,2.0,BOVINO,Angus,IATF,P4+EB 7 dias,22.7,SECA,0.77,0.019,0
4.0,0.69,94,5,170,4.9,OVINO,Somalis Brasileira,IATF,OvSynch,28.0,CHUVOSA,0.37,0.0091,1
4.0,0.6259,157,0,36,6.7,CAPRINO,Anglo Nubiana,IA_CONVENCIONAL,IA_CONVENCIONAL,34.3,CHUVOSA,0.7,0.02,1
3.0,0.6259,157,0,26,5.2,CAPRINO,Moxotó,IATF,Sem protocolo,23.5,SECA,0.7,0.02,1
4.0,0.5726,231,1,54,4.4,OVINO,Dorper,IATF,P4+BE+PGF,38.5,CHUVOSA,0.7,0.02,1
3.0,0.6259,157,0,110,3.2,CAPRINO,Boer,IATF,Cosynch,39.6,CHUVOSA,0.7,0.02,0
3.5,0.73,76,3,119,4.2,BOVINO,Nelore,IATF,CIDR+GnRH,23.8,CHUVOSA,0.6,0.0089,1
5.0,0.6672,168,0,32,7.9,BOVINO,Nelore,IA_CONVENCIONAL,IA_CONVENCIONAL,32.5,CHUVOSA,0.7,0.02,1
4.0,0.6672,203,1,28,6.8,BOVINO,Guzerá,IA_CONVENCIONAL,IA_CONVENCIONAL,28.9,SECA,0.7,0.02,1
4.0,0.6259,157,0,115,5.4,CAPRINO,Canindé,IA_CONVENCIONAL,IA_CONVENCIONAL,33.1,CHUVOSA,0.7,0.02,1
3.5,0.8,62,1,70,9.6,OVINO,Morada Nova,IATF,P4+EB 7 dias,27.3,CHUVOSA,0.92,0.0033,1
3.0,0.6672,168,0,32,6.4,BOVINO,Tabapuã,IA_CONVENCIONAL,IA_CONVENCIONAL,33.5,CHUVOSA,0.7,0.02,1
3.5,0.7,80,2,98,6.1,OVINO,Santa Inês,IATF,CIDR+GnRH,22.3,CHUVOSA,0.34,0.06,1
3.5,0.84,64,2,49,6.5,BOVINO,Simmental,IATF,CIDR+GnRH,25.2,CHUVOSA,0.85,0.06,1
4.0,0.6672,168,0,26,4.8,BOVINO,Brahman,IA_CONVENCIONAL,IA_CONVENCIONAL,29.5,SECA,0.7,0.02,1
2.5,0.19,38,2,79,2.6,OVINO,Dorper,IATF,Crestar,30.5,SECA,0.42,0.0252,0
3.0,0.5726,133,2,98,5.8,OVINO,Morada Nova,IATF,Sem protocolo,19.3,CHUVOSA,0.7,0.02,1
